-0.49133,0.93182,0.25623,0.94802,1.2937,0.10725,-1.7057,-1.6734,-0.045139,0.052421
0.65775,-1.1805,0.22751,0.67273,1.6897,-1.4786,1.6724,0.17613,-0.38852,0.45581
1.4361,1.1751,0.18873,0.26177,0.10772,1.6125,-0.083643,0.75055,0.46807,0.12857
-1.535,-0.23444,-0.83879,1.1717,1.1067,1.5252,1.7259,-1.0334,0.65549,-1.2611
1.7528,1.3002,-0.50871,2.1662,-0.32662,-0.79891,-0.25486,0.89917,0.51554,-0.76262
1.2831,1.0852,0.31343,1.2565,-0.84432,1.0386,0.5213,0.74303,-0.9695,0.87462
0.093642,-0.45225,1.958,0.87991,0.68213,0.14989,1.0519,-0.07444,1.0024,-0.55791
1.5801,1.8315,0.97297,0.36121,0.34005,0.12388,0.72224,0.32642,-1.365,0.22951
0.24478,1.1523,1.052,-1.5403,-0.54081,0.70199,-1.2348,0.26138,0.19146,1.0413
-1.0203,0.28881,0.7419,-0.20568,-0.1779,0.24274,0.26739,0.61403,-0.027404,0.80628
1.1278,-0.42627,-1.409,-1.3312,-0.79301,-0.031108,1.2569,0.047741,-0.57949,-0.4024
2.2325,0.32004,1.1657,-0.61903,2.4064,-0.91456,1.2902,1.1412,-2.0957,-0.22067
-0.77425,1.6424,-2.729,0.63174,-1.0952,-0.99852,0.018829,-0.72187,-1.1182,1.9351
-1.0015,-0.78934,-0.34754,1.7378,-0.08114,-0.052716,0.90363,2.7385,1.7777,-0.37665
1.1383,-0.92502,0.60161,-2.5254,0.18545,1.6116,1.1506,0.016581,0.46595,-0.052321
-0.023952,0.34886,0.19188,-1.1904,0.19224,-0.12022,-1.2508,-0.93765,1.309,-1.3153
-1.3638,0.44174,0.49008,0.27018,-0.15596,2.137,0.86332,-0.47275,1.1593,-1.628
1.2363,0.79434,-1.0288,2.412,-0.93924,-0.13742,1.4671,1.2942,1.7958,1.3951
-0.15408,0.56734,-1.1259,-2.1405,1.2588,-0.28614,0.031914,0.82788,-1.1771,-0.42826
-0.79521,-1.0199,-0.0024763,-0.023521,-1.0846,0.8823,1.5918,0.3148,0.92218,-0.53994
-0.58157,2.1632,-0.39079,-0.10814,-1.6071,0.25028,0.35278,-0.17285,-1.0623,0.59893
-0.49766,0.73865,-1.1645,1.5083,-1.7309,-0.90609,1.259,-1.2969,0.51793,-0.47986
0.93743,0.3989,-0.82553,0.29504,1.3667,-0.87676,-1.044,1.1036,-0.96989,0.25312
-1.1557,0.52137,0.15098,-0.62801,-0.37089,-0.039844,0.65531,-0.27347,0.90112,1.5927
0.46922,0.55997,-2.0369,-1.4433,0.25037,1.0553,0.78627,-1.3696,-1.9083,-1.8515
1.0044,0.86321,-1.5254,-0.74223,-1.476,2.0607,1.2111,0.73048,-0.56764,-0.40409
-0.85984,0.59881,1.0471,1.3142,-1.2951,-1.0919,1.03,-0.39444,1.6279,-0.46805
0.33439,-0.45306,0.0295,0.71321,2.2422,-0.51918,-0.79688,0.87164,-0.010894,-0.051237
-1.6535,-0.81081,2.4644,-0.32656,-0.28729,-0.65881,0.3879,0.93045,-2.2201,1.3021
0.69688,-1.5015,0.4467,-1.6162,-1.2411,0.51104,-0.74524,0.36444,0.26941,-0.46662
-1.1222,-0.98895,0.68075,1.341,0.74679,0.10339,-0.045348,1.2096,-1.3384,-0.077368
0.80636,-0.71425,-0.77077,-0.48858,1.4533,-0.28458,-1.3268,0.95948,1.3957,-0.25102
0.43357,1.5805,1.5285,0.59403,-1.6167,0.42211,-0.58282,0.017098,0.85579,0.7976
-0.4114,0.95174,-0.14121,0.63722,1.3981,-1.7636,-0.28411,2.3454,-0.44226,0.13014
-1.4799,0.67133,-1.7015,0.97024,0.051114,-1.6951,1.0662,0.26843,-1.5785,1.2674
1.3316,1.3588,-1.6129,-0.045394,0.27837,-1.8664,1.604,-0.55086,-2.3509,-0.70948
0.1527,0.87481,-0.53894,2.0604,-0.053346,-0.76806,-1.4023,0.78066,1.1331,0.20488
1.6773,-0.40605,0.28601,0.07497,-0.13321,0.81037,-0.78585,0.58515,-0.038564,0.93929
0.0085651,-1.1333,-2.2865,0.8806,1.2803,-0.66005,0.43832,-0.70648,2.031,1.3617
-1.7784,0.63021,-0.77289,0.0084286,-0.53413,-1.0628,0.37122,-0.051172,0.49784,0.21056
1.6901,1.6018,-0.41921,-1.5412,1.2486,1.6421,-2.4359,1.442,-1.1937,1.0612
-0.29139,-1.6712,0.63272,-0.7594,0.10837,0.21016,-0.0019346,0.19887,-2.2347,-0.7725
0.9244,-1.021,-0.2368,-0.3787,-0.5222,-0.7308,0.59162,0.082318,0.16646,1.1844
-0.72224,-1.7237,-1.5259,0.54427,0.7062,-0.19295,-0.18797,-0.28827,-0.79926,-1.0639
0.61183,-0.84683,0.097869,-0.93147,-0.18088,0.56867,1.0426,-0.70588,0.88819,-0.93429
0.83499,-1.1019,2.1672,0.042191,-0.63412,-0.90374,0.38399,-1.378,-0.70172,0.46887
